DT,OPEN,HIGH,LOW,CLOSE,AMT,CLOSE多头排列信号,CLOSE空头排列信号,CLOSE_RSI2>80,CLOSE_RSI2<20,CLOSE_RSI3>80,CLOSE_RSI3<20,CLOSE_RSI14>80,CLOSE_RSI14<20,CLOSE_aboveMA5,CLOSE_aboveMA10,CLOSE_aboveMA40,CLOSE_aboveMA200,神奇九转_高9,神奇九转_低9,bband_up_break,bband_down_break,Dir,Value,found,近60bar最大下行超10,低点抬高,大阳线,大阴线,上涨3,下跌3,当前K线低点>昨天低点,当前K线高点>昨天高点,当前K线开盘介于昨天开盘和收盘之间,阳线,阴线,收盘明显高于最低,明显下引线,跳空后缺口不封闭,当前K线最高价<长下引线阴线最高价,当前K线最低价<长下引线阴线后所有线最低价,连续3天以上阴线且最高最低下移,长下引线阴线后所有线最高价<前一根最高价,长下引线阴线后第二根线最低价>下引线最低价,检测到低点后高点到低点下降10,检测到低点后当前点高于最低点,检测到低点后当前点被前高支撑,检测到低点后和前最低点靠近,检测到低点后除去最低后还有相近低点,检测到低点后除去最低后还有2上相近低点,检测到低点后当前低点在之前的下引线附近,检测到低点后高点在之前最低点的左侧,检测到低点后和前最低相隔>=5K线,检测到低点后和前最低相隔>=10K线
2010-10-08,286.5,286.5,284.5,285.75,6304625980,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,,,,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-11,289.79,290.45,289.5,289.67,3627806360,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,,,,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-12,288.25,290.39,288.01,289.5,5600893160,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,,,,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-13,290.38,291.55,288.9,291.48,3238091280,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,,,,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-10-14,291.15,296.3,291.15,295.89,8024972320,True,False,True,False,True,False,True,False,True,True,True,True,True,False,True,False,,,,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-10-15,294.88,295.59,293.8,294.93,6120500120,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-10-18,291.21,291.6,290.51,290.8,4880895840,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,1.0,295.89,2010-10-14,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-10-19,291.51,293.8,291.51,292.31,4143732840,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-10-20,287.4,288.15,285.2,286.69,9700644640,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-10-21,286.07,288.0,285.31,287.3,4957039040,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-22,286.9,287.7,283.43,283.72,6772631220,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,,,,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-25,286.4,288.9,286.4,288.63,3221660080,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,-1.0,283.72,2010-10-22,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True
2010-10-26,288.6,288.7,286.7,287.8,5100492120,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-10-27,286.55,288.39,285.9,286.82,5498136500,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-28,286.65,287.27,285.5,286.24,4366699980,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-29,287.8,289.0,286.9,288.75,5557081920,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2010-11-01,291.99,293.6,291.51,293.05,2750950240,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-02,293.0,293.7,291.85,292.1,3486597040,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-03,293.0,293.0,291.0,291.98,3270181720,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-04,291.61,292.2,286.8,292.02,5444584480,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-05,295.62,298.3,294.7,297.4,11299880060,False,False,True,False,True,False,False,False,True,True,True,True,False,False,True,False,,,,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-08,299.69,299.69,298.3,298.5,2962422760,False,False,True,False,True,False,False,False,True,True,True,True,False,False,True,False,,,,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-09,298.53,303.98,298.53,303.38,7872866040,False,False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,,,,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-10,304.9,305.0,299.5,300.02,9635819220,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,1.0,303.38,2010-11-09,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-11,299.0,301.6,297.01,301.47,6091717160,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-12,301.05,301.77,296.5,298.0,6747357000,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,,,,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-15,293.9,295.18,293.0,294.45,4185668480,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-16,293.5,294.99,292.5,292.6,4517956640,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-17,292.51,292.51,287.9,288.49,6969622600,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,,,,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2010-11-18,288.6,291.87,288.51,291.74,4994949960,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.0,288.49,2010-11-17,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True
2010-11-19,292.49,292.65,290.59,291.9,4329234360,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,,,,True,True,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2010-11-22,291.84,293.33,291.5,293.0,3280486140,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,,,,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-23,292.28,294.5,291.0,293.91,4681926440,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-24,292.0,296.83,292.0,296.19,4983375300,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-11-25,295.7,296.7,294.68,294.88,3061099740,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-11-26,294.88,295.8,294.0,294.05,1961294620,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-11-29,292.4,294.29,291.8,294.26,2095770500,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-11-30,294.26,295.05,292.6,294.71,2568234980,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-01,295.18,299.82,295.18,299.54,6229916780,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-02,299.85,299.94,297.8,299.6,3638675720,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-03,298.52,300.27,298.11,298.7,4192383620,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-12-06,303.19,303.2,302.56,303.0,3743196800,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-12-07,303.0,304.5,302.5,304.0,4017454140,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-08,304.75,306.2,297.8,298.73,9144067100,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,1.0,304.0,2010-12-07,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-09,298.1,299.42,295.41,298.06,5144324960,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-10,297.7,298.9,296.51,298.8,4281846200,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-12-13,298.0,299.45,297.5,299.42,4085609140,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-12-14,299.05,301.49,299.05,301.0,5074425700,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-15,301.2,301.62,298.2,298.44,5263175060,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-16,299.3,299.6,296.77,297.68,6182230040,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-17,297.0,297.45,294.6,296.45,7151738260,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-20,297.99,299.3,297.99,298.97,3537364220,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2010-12-21,298.22,299.3,297.3,298.54,4683704800,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-12-22,298.3,299.26,297.4,298.52,3766280040,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-23,297.9,298.34,297.55,297.95,2172309120,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-24,296.5,298.25,295.9,298.17,4091849180,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-27,296.21,298.15,296.21,298.05,2269208860,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-28,297.01,299.18,297.01,299.0,2946599880,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-29,300.03,301.0,299.3,300.73,4773398300,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,-1.0,296.45,2010-12-17,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False
2010-12-30,300.58,302.0,299.6,301.49,4420531740,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010-12-31,301.41,301.41,299.9,301.11,3113958060,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-04,302.5,302.75,301.46,301.7,2859688880,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-01-05,300.6,300.77,295.9,296.88,7005166300,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1.0,301.7,2011-01-04,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-01-06,295.9,296.58,293.3,296.42,6031722380,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-07,294.99,296.2,293.99,294.89,4745173560,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,,,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-10,294.5,296.95,294.5,296.74,1594968320,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-11,296.0,297.3,295.0,297.23,2604001560,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-12,297.61,298.18,296.4,297.15,2938306640,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-13,296.49,297.2,296.0,296.2,2132819040,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-14,296.48,297.5,294.31,294.5,3818359020,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-17,293.4,293.4,291.63,292.2,3450307500,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-18,292.45,293.28,291.7,293.22,2029699580,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-19,293.3,294.8,292.8,294.59,2449270460,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-20,294.22,294.87,292.0,292.2,2197054100,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-21,291.0,291.5,288.78,288.87,6620491960,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,,,,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-24,289.25,290.45,288.79,288.79,3974886940,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,,,,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-01-25,289.5,289.9,285.86,286.34,3766236100,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-01-26,285.3,287.25,284.7,287.19,3537425680,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-01-27,286.94,288.15,284.0,287.0,4373123160,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,,,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-01-28,285.2,286.87,281.1,282.5,8625965340,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,,,,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-01-31,286.55,286.98,284.8,285.21,3822173200,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,,,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-01,283.52,285.8,283.3,285.65,4268475040,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,-1.0,282.5,2011-01-28,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2011-02-09,290.0,290.15,289.21,290.09,3381170040,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,,,,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-10,290.48,291.08,289.3,289.65,3089572700,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,,,,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-11,289.02,290.3,287.8,290.28,4579564260,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,,,,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-14,288.0,290.08,288.0,289.89,2007370020,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,,,,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-15,289.35,291.18,289.2,290.81,3210807220,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,,,,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-16,291.65,292.88,291.6,292.86,5306413000,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,,,,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-17,292.42,293.2,291.1,293.14,3180954120,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,,,,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-18,293.2,294.21,292.8,294.0,5354682060,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-21,295.8,296.1,295.41,295.94,3940463960,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-22,296.1,298.0,296.0,296.41,6906829640,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-23,296.88,297.45,296.0,297.04,4258032620,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-24,297.04,299.09,297.0,299.07,6763696980,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-25,299.45,300.05,297.0,298.14,4422697860,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-02-28,299.25,299.68,299.0,299.51,3210661300,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-03-01,299.21,299.65,298.0,299.56,3743527120,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-03-02,300.98,302.21,300.15,301.9,6253922360,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2011-03-03,302.86,303.65,301.01,301.65,8016576020,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,,,,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-03-04,301.5,302.5,299.3,299.47,5311566480,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-03-07,302.54,303.99,302.54,303.88,3573163420,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-03-08,304.3,305.06,301.6,301.7,5942823840,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-03-09,302.7,303.28,301.2,301.87,3104750340,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-03-10,302.7,303.65,302.0,302.68,4539838280,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-03-11,300.58,300.9,298.12,300.28,7162084260,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.0,303.88,2011-03-07,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011-03-14,302.8,302.8,300.98,302.25,2952114480,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-03-15,302.28,302.58,300.1,300.31,3278362820,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-03-16,295.9,297.9,295.1,297.7,6950329220,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-03-17,297.0,298.0,295.6,296.63,4629006420,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
